,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CTSB,4603.604309214006,0.9649405589193432,0.22829000068520436,4.226819203745711,2.3701795531632396e-05,0.002512390326353034
TMEM61,26.659087512287332,1.8590648264319687,0.4415603870845103,4.210216497695392,2.5512608851984172e-05,0.0026661336111660156
LIF,32.50293454996621,2.1874294542360864,0.519560133541622,4.210156463170689,2.5519389337011165e-05,0.0026661336111660156
APOL4,87.62398181606562,1.7460438582217317,0.41562998135717083,4.200957429780005,2.6578856980417553e-05,0.0027569868647830263
CD48,83.95277985429513,1.866748862417242,0.4450533465683256,4.19443843487795,2.735484329022767e-05,0.0028173548529126682
CALHM6,91.15207992299838,1.558327661398799,0.37173730367898555,4.192013139322966,2.7648997871002984e-05,0.002827596810441587
ATP10B,184.9826578978914,-0.8173684190263039,0.19514283802470864,-4.188564783109335,2.8072417737061114e-05,0.002850822729913297
PFKFB3,3349.3226175233385,0.8113762222540237,0.19387941921970858,4.184952820260689,2.8522533548574336e-05,0.0028640851144540068
FGFR3,1259.3644457205874,-1.1399482056761316,0.27253264172376895,-4.182795126726689,2.879468576713159e-05,0.0028640851144540068
CDKN1A,681.0876810158427,1.400746286147576,0.33488066608942885,4.182822205010518,2.879125510998376e-05,0.0028640851144540068
KLK6,3133.2138009525856,-0.9614408764917992,0.23028615643234418,-4.17498338322504,2.9800780526579468e-05,0.0029373602344754898
C1QL2,34.296791791055725,-1.2765887089935484,0.3058464270112991,-4.1739533185600575,2.993591204395899e-05,0.0029373602344754898
FNDC4,330.50938375699235,1.0128849944131961,0.2428502021850924,4.170822117089319,3.0350271174154355e-05,0.0029580311274568427
GDAP1,1059.2078189013387,-0.6159728005611258,0.14780324429797834,-4.1675188084457435,3.0793311176707734e-05,0.0029812030993876647
RASSF10,31.764733242004446,-1.8239894980191307,0.43825338895457244,-4.16195183879844,3.155389095643611e-05,0.0030052478876677453
CD68,629.7753408070317,1.1908355398242099,0.28617824391657914,4.16116726249581,3.166250701096027e-05,0.0030052478876677453
AQP9,37.62829264212539,2.1053736275913573,0.5059155755744336,4.161511780302169,3.161476859319964e-05,0.0030052478876677453
ALOX5AP,478.17206308515205,1.5221308169114545,0.3662317919621865,4.156195202923876,3.235913765445942e-05,0.0030514246559614267
PPP3CA,893.6009367043932,0.5268511089538839,0.12711783850351752,4.144588321798008,3.404247314578996e-05,0.0031894502904720114
MBNL2,1179.121813654643,-0.6065889238683435,0.1467851221875841,-4.132495956185212,3.5884508219021226e-05,0.0032668635201121396
CCNE2,354.87115670256156,-0.8944947026276494,0.2165193322567033,-4.131246357101936,3.608016527062988e-05,0.0032668635201121396
FGR,150.58218129188873,1.2149121938839067,0.2936675400396778,4.13703262444245,3.51826102718162e-05,0.0032668635201121396
DENND2D,84.57608805935837,1.3640075260960074,0.3301550492004212,4.131415010612132,3.6053699195992406e-05,0.0032668635201121396
HAPLN2,1282.837446062869,-1.0200809451049537,0.24697103368075488,-4.130366747476763,3.6218497916131006e-05,0.0032668635201121396
PSEN1,1281.9727220055925,-0.5389002193705263,0.13046678914865512,-4.1305547786302785,3.618888476517471e-05,0.0032668635201121396
TMIGD3,95.3890432357956,1.687846537225761,0.40880552686762617,4.128727295245929,3.647767301295094e-05,0.003269930663543664
ZFHX4,241.06028911057953,-0.7087409252245236,0.1718154766541812,-4.125012129442974,3.707152191972623e-05,0.003302776940602849
PYGL,420.1648134400136,1.1010832379463407,0.2672200395722622,4.120511469532147,3.780322464031184e-05,0.0033474294404061498
LINGO1,159.88558173242401,-0.8490022498341707,0.20615557819731464,-4.1182598950661315,3.817440315292942e-05,0.0033598101974960065
SH2B2,58.52253030404261,1.092358274552763,0.2653841440981165,4.116139938446744,3.852704404668805e-05,0.0033704200822048426
CMTM5,345.4952469539758,-1.0441061249647636,0.2540166055692159,-4.110385313688712,3.949994306430203e-05,0.0034348393603580484
RAB27A,359.3856189879291,0.8257299103982099,0.20115524575413016,4.104938488193792,4.044224772513899e-05,0.0034958471515742166
TNFRSF21,1297.9180491850416,-0.7436492663184103,0.18169872856582328,-4.09275987888386,4.262690799399927e-05,0.003641340928757985
GADD45A,557.473058077931,2.512072821753614,0.6137250446583348,4.093156770475455,4.255397994825537e-05,0.003641340928757985
MSLN,28.197280828987495,2.1556406745015977,0.5272630584513776,4.088359007803281,4.344354616021562e-05,0.0036893986978868494
ZNF436,482.3999656832735,0.9389643477922063,0.2299046699917417,4.084146476128277,4.4239120179699066e-05,0.0037072497204187556
FOLH1,478.3416724091659,-0.8876288781688779,0.21738555433902362,-4.083200840404402,4.4419601387747106e-05,0.0037072497204187556
FUT8,1550.1263716271233,-0.6955583771718786,0.1703182332847008,-4.0838750130128245,4.4290859517032646e-05,0.0037072497204187556
TPST1,986.2103777630457,1.1015023412870053,0.2699807317576525,4.079929460580046,4.504936908044227e-05,0.0037383253587781867
RAB42,112.40769680181117,1.8944641002170028,0.46476453320996214,4.076180441593978,4.5781497890877386e-05,0.003777493820291599
MT1A,148.781243938199,2.458256360043679,0.6038198166050309,4.071175361327478,4.677651816244588e-05,0.003829329341855295
TNFRSF12A,106.34341726873565,0.9952433862262127,0.24450889168827708,4.070377070356372,4.693710390099453e-05,0.003829329341855295
VWA5A,286.6531640221854,0.6204115360954412,0.1526083492003681,4.065383967169895,4.795344774104897e-05,0.003890390883215157
FDFT1,1461.539070709251,-0.5556191203854396,0.1367422218196194,-4.063259416088564,4.8392196629633433e-05,0.003904174885864093
IFI30,655.5102537168713,1.581844938912712,0.3896524615575042,4.059630298727797,4.9150474582759466e-05,0.003943443049120624
C1QL1,134.4545873233681,1.1561251107962218,0.2849398207816584,4.057436084660588,4.961438914467926e-05,0.003958792083291385
MERTK,331.9522294656022,0.8947371454434003,0.22068744962423648,4.054318208701334,5.028073426604149e-05,0.003990037284215599
SQOR,239.36262028824882,0.9598542321767539,0.23760168716596372,4.039761853653421,5.350550177403893e-05,0.004222863569361921
ANKRD22,24.989484652202517,2.0204281664271515,0.5012057259472126,4.0311354436520235,5.550804272220088e-05,0.004357231331955682
ALOX15B,56.47281272365286,2.765474754104163,0.6878959485869736,4.020193402483039,5.815038332662873e-05,0.004403571652583745
LY96,360.10016828746535,1.6793140674365736,0.41755217541442186,4.0218065341650995,5.775348588610037e-05,0.004403571652583745
TRAM1L1,114.9598378500032,-0.8216943906473249,0.20439104967814972,-4.020207303310149,5.8146952137690335e-05,0.004403571652583745
CNN3,5176.77351409451,0.9529227086217955,0.23686434642841972,4.023073641054578,5.744352554615249e-05,0.004403571652583745
NFIL3,903.5357006481202,1.1399399873338576,0.28357369491016954,4.019907374324575,5.822102722049848e-05,0.004403571652583745
TJP1,2868.262410360573,-0.4563694159048985,0.11334541321828152,-4.026359805367849,5.664698764311726e-05,0.004403571652583745
SPOCD1,39.340905752176994,1.5274499002805402,0.37982842831157354,4.021420690047908,5.784818545466273e-05,0.004403571652583745
SPECC1,1760.1122893131358,-0.6526010058261056,0.16258088812131727,-4.0140081246150965,5.969629020500394e-05,0.004468605805964264
COLGALT2,817.2801803550774,-0.8599867848132253,0.2142015947962236,-4.014847721518397,5.948418752539477e-05,0.004468605805964264
FBP1,99.3187798838816,1.6316625447400754,0.40744619690406714,4.004608601425353,6.212024788164088e-05,0.00462620635762661
PPP1R14B,290.73736546351086,0.7424898794432996,0.18553704983064492,4.001841573534945,6.2851378573439e-05,0.004633135632708025
DYNC2H1,278.32996490647224,-0.5324508395663224,0.13303699421880943,-4.002276529869479,6.273591312197158e-05,0.004633135632708025
ADAM12,46.8027668396827,0.8267322307368686,0.2071860112741255,3.990289815672104,6.599260798274104e-05,0.004744280461016661
PARVG,255.82483933045233,0.9778618329988443,0.24500788768524204,3.9911442943220212,6.575525590694731e-05,0.004744280461016661
ULK2,850.1327545719412,-0.5175417244312291,0.12955888505223803,-3.9946447842813466,6.47913184818445e-05,0.004744280461016661
LCP2,225.7272143368264,0.7140918787547137,0.1788050819550757,3.9936889429917177,6.50531946921961e-05,0.004744280461016661
RNF125,207.92868500705652,-0.5474379851513295,0.1371549451841206,-3.9913835000001896,6.568895563668759e-05,0.004744280461016661
RASL12,584.8618965936762,0.8251118176354922,0.20689783708422368,3.988015676063384,6.662826198323846e-05,0.004766382367096498
CDCP1,16.761550835244563,1.6228232855287414,0.40771611743246083,3.9802774924578888,6.883486892699474e-05,0.004876194958818623
GFPT2,502.9728082215139,0.8356112684532706,0.2098990285369602,3.9810154162106164,6.862149809032206e-05,0.004876194958818623
RASGEF1A,204.18431696674372,0.9960915936437345,0.2504573383021769,3.97709087062943,6.976351058850898e-05,0.0049179888386714915
